,Genre_1,Genre_2,Genre_3,Genre_4,Genre_5,Genre_6,Genre_7,Length,Producer(s)_1,Producer(s)_2,Producer(s)_3,Producer(s)_4,Producer(s)_5,Producer(s)_6,Producer(s)_7,Producer(s)_8,Released,Songwriter(s)_1,Songwriter(s)_10,Songwriter(s)_11,Songwriter(s)_12,Songwriter(s)_13,Songwriter(s)_14,Songwriter(s)_15,Songwriter(s)_16,Songwriter(s)_17,Songwriter(s)_18,Songwriter(s)_19,Songwriter(s)_2,Songwriter(s)_20,Songwriter(s)_21,Songwriter(s)_22,Songwriter(s)_23,Songwriter(s)_24,Songwriter(s)_3,Songwriter(s)_4,Songwriter(s)_5,Songwriter(s)_6,Songwriter(s)_7,Songwriter(s)_8,Songwriter(s)_9,artist,index,link,rank,title,year
1891,Soul,,,,,,,3:28,Jerry Wexler,,,,,,,,November 1973,"Morris Broadnax, Clarence Paul, Stevie Wonder",,,,,,,,,,,,,,,,,,,,,,,,Aretha Franklin,10,https://en.wikipedia.org/wiki/Until_You_Come_Back_to_Me_(That%27s_What_I%27m_Gonna_Do),11,"""Until You Come Back to Me (That's What I'm Gonna Do)""",1974
1892,Funk,,,,,,,3:08,,,,,,,,,"November 24, 1973","Robert Earl Bell, Ronald Nathan Bell, Donald Boyce, George Melvin Brown, Robert Spike Mickens, Claydes Charles Smith, Clifford Adams and Dennis Thomas",,,,,,,,,,,,,,,,,,,,,,,,Kool & the Gang,11,https://en.wikipedia.org/wiki/Jungle_Boogie,12,"""Jungle Boogie""",1974
1893,Folk rock,Soft rock,,,,,,3:49,"Lenny Waronker, Joe Boyd",,,,,,,,February 1974,David Nichtern,,,,,,,,,,,,,,,,,,,,,,,,Maria Muldaur,12,https://en.wikipedia.org/wiki/Midnight_at_the_Oasis,13,"""Midnight at the Oasis""",1974
1894,Soul,,,,,,,"4:45
5:27 (long version)",Thom Bell,,,,,,,,"May 5, 1974","Thom Bell, Linda Creed",,,,,,,,,,,,,,,,,,,,,,,,The Stylistics,13,https://en.wikipedia.org/wiki/You_Make_Me_Feel_Brand_New,14,"""You Make Me Feel Brand New""",1974
1895,Soul,Pop,,,,,,3:28,,,,,,,,,October 1973,Jerry Fuller,,,,,,,,,,,,,,,,,,,,,,,,Al Wilson,14,https://en.wikipedia.org/wiki/Show_and_Tell_(song),15,"""Show and Tell""",1974
1896,Country,Pop,,,,,,,Roland Kent LaVoie,,,,,,,,November 1973,"Jim Stafford, David Bellamy",,,,,,,,,,,,,,,,,,,,,,,,Jim Stafford,15,https://en.wikipedia.org/wiki/Spiders_%26_Snakes_(song),16,"""Spiders and Snakes""",1974
1897,Glam rock,Blues rock,,,,,,3:24,Jeff Wayne,,,,,,,,August 1973,David Essex,,,,,,,,,,,,,,,,,,,,,,,,David Essex,16,https://en.wikipedia.org/wiki/Rock_On_(David_Essex_song),17,"""Rock On""",1974
1898,Folk,,,,,,,"3:18 (Single version)
5:10 (Album version)",Milt Okun,,,,,,,,"October 22, 1973","John Denver, Dick Kniss, Mike Taylor",,,,,,,,,,,,,,,,,,,,,,,,John Denver,17,https://en.wikipedia.org/wiki/Sunshine_on_My_Shoulders,18,"""Sunshine on My Shoulders""",1974
1899,R&b,Philly soul,,,,,,4:06,Norman Harris,,,,,,,,1974 (1974),"Bobby Eli, Vinnie Barrett",,,,,,,,,,,,,,,,,,,,,,,,Blue Magic,18,https://en.wikipedia.org/wiki/Sideshow_(song),19,"""Sideshow""",1974
1900,Pop,,,,,,,2:48,Chips Moman,,,,,,,,November 1968,Mark James,,,,,,,,,,,,,,,,,,,,,,,,Blue Swede,19,https://en.wikipedia.org/wiki/Hooked_on_a_Feeling,20,"""Hooked on a Feeling""",1974
1901,Pop,,,,,,,3:59,"Mitch Murray, Peter Callander",,,,,,,,1974,"Mitch Murray, Peter Callander",,,,,,,,,,,,,,,,,,,,,,,,Bo Donaldson and The Heywoods,20,https://en.wikipedia.org/wiki/Billy_Don%27t_Be_a_Hero,21,"""Billy Don't Be a Hero""",1974
1902,Rock,,,,,,,"5:09 (album version)
3:50 (radio edit)",Paul McCartney,,,,,,,,"8 April 1974 (US)
28 June 1974 (UK)","Paul McCartney, Linda McCartney",,,,,,,,,,,,,,,,,,,,,,,,Paul McCartney and Wings,21,https://en.wikipedia.org/wiki/Band_on_the_Run_(song),22,"""Band on the Run""",1974
1903,Country,,,,,,,2:43,Billy Sherrill,,,,,,,,September 1973,Rory Michael Bourke,,,,,,,,,,,Billy Sherrill,,,,,,Norro Wilson,,,,,,,Charlie Rich,22,https://en.wikipedia.org/wiki/The_Most_Beautiful_Girl,23,"""The Most Beautiful Girl""",1974
1904,Folk rock,,,,,,,2:30,"Terry Cashman, Tommy West",,,,,,,,November 1973,Jim Croce,,,,,,,,,,,,,,,,,,,,,,,,Jim Croce,23,https://en.wikipedia.org/wiki/Time_in_a_Bottle,24,"""Time in a Bottle""",1974
1905,Folk rock,Country,,,,,,2:58,Milt Okun,,,,,,,,June 1974,John Denver,,,,,,,,,,,,,,,,,,,,,,,,John Denver,24,https://en.wikipedia.org/wiki/Annie%27s_Song,25,"""Annie's Song""",1974
1906,Country,Pop,,,,,,3:02,Bruce Welch,John Farrar,,,,,,,November 1973,John Rostill,,,,,,,,,,,,,,,,,,,,,,,,Olivia Newton-John,25,https://en.wikipedia.org/wiki/Let_Me_Be_There,26,"""Let Me Be There""",1974
1907,Folk rock,Country rock,,,,,,3:37,Lenny Waronker,,,,,,,,"March 25, 1974",Gordon Lightfoot,,,,,,,,,,,,,,,,,,,,,,,,Gordon Lightfoot,26,https://en.wikipedia.org/wiki/Sundown_(Gordon_Lightfoot_song),27,"""Sundown""",1974
1908,Soft rock,,,,,,,2:32,Rick Hall,,,,,,,,June 1974 (U.S.),Paul Anka,,,,,,,,,,,,,,,,,,,,,,,,Paul Anka,27,https://en.wikipedia.org/wiki/(You%27re)_Having_My_Baby,28,"""(You're) Having My Baby""",1974
1909,Pop rock,,,,,,,3:24,Andy Kim,,,,,,,,"June 22, 1974",Andy Kim,,,,,,,,,,,,,,,,,,,,,,,,Andy Kim,28,https://en.wikipedia.org/wiki/Rock_Me_Gently_(Andy_Kim_song),29,"""Rock Me Gently""",1974
1910,Disco,R&b,,,,,,"3:48 (single edit)
7:02 (album version)","Frank Wilson & Leonard Caston, Jr.",,,,,,,,"December, 1973","Leonard Caston, Jr.",,,,,,,,,,,Anita Poree,,,,,,Frank Wilson,,,,,,,Eddie Kendricks,29,https://en.wikipedia.org/wiki/Boogie_Down_(song),30,"""Boogie Down""",1974
1911,Rock,,,,,,,1:56,Snuff Garrett,,,,,,,,October 1960,"Robert B. Sherman, Richard M. Sherman",,,,,,,,,,,,,,,,,,,,,,,,Ringo Starr,30,https://en.wikipedia.org/wiki/You%27re_Sixteen,31,"""You're Sixteen""",1974
1912,Country,Pop,,,,,,3:12,John Farrar,,,,,,,,April 1974,John Rostill,,,,,,,,,,,,,,,,,,,,,,,,Olivia Newton-John,31,https://en.wikipedia.org/wiki/If_You_Love_Me_(Let_Me_Know),32,"""If You Love Me (Let Me Know)""",1974
1913,Pop rock,,,,,,,3:27,Snuff Garrett,,,,,,,,February 1974,Johnny Durrill,,,,,,,,,,,,,,,,,,,,,,,,Cher,32,https://en.wikipedia.org/wiki/Dark_Lady_(song),33,"""Dark Lady""",1974
1914,Country,,,,,,,3:50,Don Law,,,,,,,,July 1973 (U.S.),Jim Weatherly,,,,,,,,,,,,,,,,,,,,,,,,Gladys Knight & the Pips,33,https://en.wikipedia.org/wiki/You%27re_the_Best_Thing_That_Ever_Happened_to_Me,34,"""Best Thing That Ever Happened to Me""",1974
1915,Soul,R&b,,,,,,2:55,Rubina Flake,,,,,,,,"June 10, 1974",Eugene McDaniels,,,,,,,,,,,,,,,,,,,,,,,,Roberta Flack,34,https://en.wikipedia.org/wiki/Feel_Like_Makin%27_Love_(Roberta_Flack_song),35,"""Feel Like Makin' Love""",1974
1916,Rhythm and blues,Soul,,,,,,3:11,"Thom Bell, Stan Vincent, Billy Jackson",,,,,,,,1973,"Bobby Eli, John Freeman, Vinnie Barrett",,,,,,,,,,,,,,,,,,,,,,,,The Main Ingredient,35,https://en.wikipedia.org/wiki/Just_Don%27t_Want_to_Be_Lonely,36,"""Just Don't Want to Be Lonely""",1974
1917,Soul,Ragtime,,,,,,2:38,Billy Preston,,,,,,,,"August 5, 1974 (August 5, 1974)",Billy Preston,,,,,,,,,,,Bruce Fisher,,,,,,,,,,,,,Billy Preston,36,https://en.wikipedia.org/wiki/Nothing_from_Nothing_(Billy_Preston_song),37,"""Nothing from Nothing""",1974
1918,Disco,,,,,,,"3:14 (7"" version)
6:24 (album version)","Harry Wayne Casey, Richard Finch",,,,,,,,,"Harry Wayne Casey, Richard Finch",,,,,,,,,,,,,,,,,,,,,,,,George McCrae,37,https://en.wikipedia.org/wiki/Rock_Your_Baby,Tie,"""Rock Your Baby""",1974
1919,Country pop,,,,,,,2:56,Jack Daugherty,,,,,,,,"September 19, 1973",Richard Carpenter; John Bettis,,,,,,,,,,,,,,,,,,,,,,,,The Carpenters,38,https://en.wikipedia.org/wiki/Top_of_the_World_(The_Carpenters_song),39,"""Top of the World""",1974
1920,Rock,Blues rock,Southern rock,,,,,"4:26 (Album version); 3:35 (7"" version/Radio edit) and 6:20 (Extended version)",Steve Miller,,,,,,,,October 1973,"Eddie Curtis, Ahmet Ertegün, Steve Miller",,,,,,,,,,,,,,,,,,,,,,,,Steve Miller Band,39,https://en.wikipedia.org/wiki/The_Joker_(song),40,"""The Joker""",1974
1921,Psychedelic soul,Funk,,,,,,3:29,Kenny Kerner,,,,,,,,November 1973,"Gerry Goffin, Barry Goldberg",,,,,,,,,,,,,,,,,,,,,,,,Gladys Knight & the Pips,40,https://en.wikipedia.org/wiki/I%27ve_Got_to_Use_My_Imagination,41,"""I've Got to Use My Imagination""",1974
1922,Rock,,,,,,,3:30,Adam Faith,David Courtney,,,,,,,1973 (1973),Leo Sayer,,,,,,,,,,,David Courtney,,,,,,,,,,,,,Three Dog Night,41,https://en.wikipedia.org/wiki/The_Show_Must_Go_On_(Leo_Sayer_song),42,"""The Show Must Go On""",1974
1923,R&b,Soul,Disco,,,,,3:22,John Florez,,,,,,,,May 1974,Wally Holmes,,,,,,,,,,,,,,,,,,,,,,,,The Hues Corporation,42,https://en.wikipedia.org/wiki/Rock_the_Boat_(The_Hues_Corporation_song),43,"""Rock the Boat""",1974
1924,Boogie rock,Blues rock,Hard rock,,,,,2:58,"Doug Morris, Brilliant Sun",,,,,,,,October 1973,"Cub Koda, Michael Lutz",,,,,,,,,,,,,,,,,,,,,,,,Brownsville Station,43,https://en.wikipedia.org/wiki/Smokin%27_in_the_Boys_Room,44,"""Smokin' in the Boys Room""",1974
1925,Soul,,,,,,,"7:21 (Full-length version)
3:41 (Single edit)",Stevie Wonder,,,,,,,,November 1973,Stevie Wonder,,,,,,,,,,,,,,,,,,,,,,,,Stevie Wonder,44,https://en.wikipedia.org/wiki/Living_for_the_City,45,"""Living for the City""",1974
1926,Power pop,Pop rock,,,,,,3:30,"Peter Callander, Mitch Murray",,,,,,,,15 June 1974,"Peter Callander, Mitch Murray",,,,,,,,,,,,,,,,,,,,,,,,Paper Lace,45,https://en.wikipedia.org/wiki/The_Night_Chicago_Died,46,"""The Night Chicago Died""",1974
1927,Soul,Pop,,,,,,4:15,Thom Bell,,,,,,,,"July 13, 1974",Sherman Marshall,,,,,,,,,,,Philip Pugh,,,,,,,,,,,,,Dionne Warwick & The Spinners,46,https://en.wikipedia.org/wiki/Then_Came_You_(song),47,"""Then Came You""",1974
1928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marvin Hamlisch,47,https://en.wikipedia.org/wiki/The_Entertainer_(rag),48,"""The Entertainer""",1974
1929,Europop,Pop rock,,,,,,2:42,Benny Andersson,Björn Ulvaeus,,,,,,,4 March 1974[1],Benny Andersson,,,,,,,,,,,Björn Ulvaeus,,,,,,Stig Anderson,,,,,,,ABBA,48,https://en.wikipedia.org/wiki/Waterloo_(ABBA_song),49,"""Waterloo""",1974
1930,Soft rock,,,,,,,3:40,"Albert Hammond, Don Altfeld",,,,,,,,1972,"Albert Hammond, Mike Hazlewood",,,,,,,,,,,,,,,,,,,,,,,,The Hollies,49,https://en.wikipedia.org/wiki/The_Air_That_I_Breathe,50,"""The Air That I Breathe""",1974
1931,Soft rock,Soul jazz,,,,,,"3:58 (Single version)
4:30 (Album version)",Gary Katz,,,,,,,,"April 25, 1974","Walter Becker, Donald Fagen",,,,,,,,,,,,,,,,,,,,,,,,Steely Dan,50,https://en.wikipedia.org/wiki/Rikki_Don%27t_Lose_That_Number,51,"""Rikki Don't Lose That Number""",1974
1932,Soul,,,,,,,2:38,,,,,,,,,1963,"Inez Foxx, Charlie Foxx",,,,,,,,,,,,,,,,,,,,,,,,Carly Simon & James Taylor,51,https://en.wikipedia.org/wiki/Mockingbird_(Inez_%26_Charlie_Foxx_song),52,"""Mockingbird""",1974
1933,Folk jazz,,,,,,,3:22,Joni Mitchell,,,,,,,,March 1974,Joni Mitchell,,,,,,,,,,,,,,,,,,,,,,,,Joni Mitchell,52,https://en.wikipedia.org/wiki/Help_Me_(Joni_Mitchell_song),53,"""Help Me""",1974
1934,Pop rock,,,,,,,"3:22 (stereo version)
3:25 (mono version)",George Martin,,,,,,,,3 December 1965,Lennon–McCartney,,,,,,,,,,,,,,,,,,,,,,,,Anne Murray,53,https://en.wikipedia.org/wiki/You_Won%27t_See_Me,54,"""You Won't See Me""",1974
1935,Soul,,,,,,,7:59,Barry White,,,,,,,,June 1973 (1973-06),Barry White,,,,,,,,,,,,,,,,,,,,,,,,Barry White,54,"https://en.wikipedia.org/wiki/Never,_Never_Gonna_Give_You_Up",Tie,"""Never, Never Gonna Give You Up""",1974
1936,R&b,Soul,Funk,,,,,"4:36 (album)
3:30 (single)",Stevie Wonder,,,,,,,,June 1974,Stevie Wonder,,,,,,,,,,,,,,,,,,,,,,,,Rufus & Chaka Khan,55,https://en.wikipedia.org/wiki/Tell_Me_Something_Good,56,"""Tell Me Something Good""",1974
1937,Traditional pop,,,,,,,3:08,Tom Catalano,,,,,,,,"June 17, 1974","Kenny Ascher, Paul Williams",,,,,,,,,,,,,,,,,,,,,,,,Helen Reddy,56,https://en.wikipedia.org/wiki/You_and_Me_Against_the_World_(song),57,"""You and Me Against the World""",1974
1938,Rock and roll,,,,,,,,Larry Cox,,,,,,,,1973,"Alan O'Day, Johnny Stevenson",,,,,,,,,,,,,,,,,,,,,,,,The Righteous Brothers,57,https://en.wikipedia.org/wiki/Rock_and_Roll_Heaven,58,"""Rock and Roll Heaven""",1974
1939,Funk,Jazz-funk,,,,,,4:35,Kool and the Gang,Gene Redd,,,,,,,"April 6, 1974[1]",,,,,,,,,,,,,,,,,,,,,,,,,Kool & the Gang,58,https://en.wikipedia.org/wiki/Hollywood_Swinging,59,"""Hollywood Swinging""",1974
1940,Soul,,,,,,,7:12,"Frank Fioravanti, John Davis",,,,,,,,1974,William DeVaughn,,,,,,,,,,,,,,,,,,,,,,,,William DeVaughn,59,https://en.wikipedia.org/wiki/Be_Thankful_for_What_You_Got,60,"""Be Thankful for What You Got""",1974
1941,Soul,Funk,,,,,,3:23,Johnny Bristol,,,,,,,,1974,Johnny Bristol,,,,,,,,,,,,,,,,,,,,,,,,Johnny Bristol,60,https://en.wikipedia.org/wiki/Hang_on_in_There_Baby,61,"""Hang on in There Baby""",1974
1942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mocedades,61,https://en.wikipedia.org/wiki/Eres_t%C3%BA_(Mocedades_song),62,"""Eres tú""",1974
1943,Rock,,,,,,,4:50,Randy Bachman,,,,,,,,January 1974,Randy Bachman,,,,,,,,,,,,,,,,,,,,,,,,Bachman-Turner Overdrive,62,https://en.wikipedia.org/wiki/Takin%27_Care_of_Business_(song),63,"""Takin' Care of Business""",1974
1944,Hard rock,Progressive rock,,,,,,"6:21 (album version)
5:07 (single version)
3:44 (single edit)",Golden Earring,,,,,,,,1973 (1973),George Kooymans/Barry Hay,,,,,,,,,,,,,,,,,,,,,,,,Golden Earring,63,https://en.wikipedia.org/wiki/Radar_Love,64,"""Radar Love""",1974
1945,Country,Soft rock,,,,,,4:07,Jerry Crutchfield,,,,,,,,"May 6, 1974",Dave Loggins,,,,,,,,,,,,,,,,,,,,,,,,Dave Loggins,64,https://en.wikipedia.org/wiki/Please_Come_to_Boston,65,"""Please Come to Boston""",1974
1946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Wet Willie,65,https://en.wikipedia.org/wiki/Wet_Willie,66,"""Keep On Smilin'""",1974
1947,Doo-wop,R&b,Soul,,,,,3:15,Sam Cooke,,,,,,,,March 1962,"J. W. Alexander, Zelda Samuels",,,,,,,,,,,,,,,,,,,,,,,,Bobby Womack,66,https://en.wikipedia.org/wiki/Lookin%27_for_a_Love,67,"""Lookin' for a Love""",1974
1948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The O'Jays,67,https://en.wikipedia.org/wiki/The_O%27Jays,68,"""Put Your Hands Together""",1974
1949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gladys Knight & the Pips,68,https://en.wikipedia.org/wiki/Gladys_Knight_%26_the_Pips,69,"""On and On""",1974
1950,Folk rock,Pop rock,,,,,,2:39,"Paul Samwell-Smith, Cat Stevens",,,,,,,,March 1974,Cat Stevens,,,,,,,,,,,,,,,,,,,,,,,,Cat Stevens,69,https://en.wikipedia.org/wiki/Oh_Very_Young,70,"""Oh Very Young""",1974
1951,Pop,,,,,,,3:26,Tom Catalano,,,,,,,,October 1973 (US),Linda Laurie,,,,,,,,,,,,,,,,,,,,,,,,Helen Reddy,70,https://en.wikipedia.org/wiki/Leave_Me_Alone_(Ruby_Red_Dress),71,"""Leave Me Alone (Ruby Red Dress)""",1974
1952,Soft rock,Glam rock,,,,,,3:11,Gus Dudgeon,,,,,,,,15 October 1973,Elton John,,,,,,,,,,,Bernie Taupin,,,,,,,,,,,,,Elton John,71,https://en.wikipedia.org/wiki/Goodbye_Yellow_Brick_Road_(song),72,"""Goodbye Yellow Brick Road""",1974
1953,Rock,,,,,,,"4:29
4:19 (7"" version)",James William Guercio,,,,,,,,February 1974,James Pankow,,,,,,,,,,,,,,,,,,,,,,,,Chicago,72,https://en.wikipedia.org/wiki/(I%27ve_Been)_Searchin%27_So_Long,73,"""(I've Been) Searchin' So Long""",1974
1954,Rock,,,,,,,3:38,Richard Perry,,,,,,,,"18 February 1974 (US)
9 January 1976 (UK)","Richard Starkey, Vini Poncia",,,,,,,,,,,,,,,,,,,,,,,,Ringo Starr,73,https://en.wikipedia.org/wiki/Oh_My_My_(Ringo_Starr_song),74,"""Oh My My""",1974
1955,R&b,Philadelphia soul,Funk,,,,,"3:42 (single version)
7:14 (album version)",Gamble and Huff,,,,,,,,1973 (US),Kenneth Gamble,,,,,,,,,,,Leon Huff,,,,,,Anthony Jackson,,,,,,,The O'Jays,74,https://en.wikipedia.org/wiki/For_the_Love_of_Money,75,"""For the Love of Money""",1974
1956,Reggae,,,,,,,4:41,Chris Blackwell,The Wailers,,,,,,,1973,Bob Marley,,,,,,,,,,,,,,,,,,,,,,,,Eric Clapton,75,https://en.wikipedia.org/wiki/I_Shot_the_Sheriff,76,"""I Shot the Sheriff""",1974
1957,Rock,Power pop,,,,,,4:07,Paul McCartney,,,,,,,,"28 January 1974 (US)
15 February 1974 (UK)","Paul McCartney, Linda McCartney",,,,,,,,,,,,,,,,,,,,,,,,Paul McCartney and Wings,76,https://en.wikipedia.org/wiki/Jet_(song),77,"""Jet""",1974
1958,Soft rock,,,,,,,5:35,Gus Dudgeon,,,,,,,,20 May 1974,Elton John,,,,,,,,,,,Bernie Taupin,,,,,,,,,,,,,Elton John,77,https://en.wikipedia.org/wiki/Don%27t_Let_the_Sun_Go_Down_on_Me,78,"""Don't Let the Sun Go Down on Me""",1974
1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mike Oldfield,78,https://en.wikipedia.org/wiki/Mike_Oldfield,79,"""Tubular Bells""",1974
1960,Country,Pop,,,,,,2:50,Brian Ahern,,,,,,,,December 1973,D. L. George and Kenny Loggins,,,,,,,,,,,,,,,,,,,,,,,,Anne Murray,79,https://en.wikipedia.org/wiki/A_Love_Song_(Loggins_and_Messina_song),80,"""A Love Song""",1974
1961,Pop,Doo-wop,,,,,,2:13,Sam Montel,,,,,,,,September 1963,"Don F. Harris, Dewey Terry",,,,,,,,,,,,,,,,,,,,,,,,Donny and Marie Osmond,80,https://en.wikipedia.org/wiki/I%27m_Leaving_It_Up_to_You,81,"""I'm Leaving It Up to You""",1974
1962,Soft rock,Pop,Soul,,,,,"3:31 (single)
4:42 (album)",Todd Rundgren,,,,,,,,December 1972,Todd Rundgren,,,,,,,,,,,,,,,,,,,,,,,,Todd Rundgren,81,https://en.wikipedia.org/wiki/Hello_It%27s_Me,82,"""Hello It's Me""",1974
1963,Country,,,,,,,,Jerry Kennedy,,,,,,,,"October 29, 1973",Tom T. Hall,,,,,,,,,,,,,,,,,,,,,,,,Tom T. Hall,82,https://en.wikipedia.org/wiki/I_Love,83,"""I Love""",1974
1964,Rock,,,,,,,4:15,Jack Richardson,,,,,,,,June 1974,"Burton Cummings, Bill Wallace, Kurt Winter",,,,,,,,,,,,,,,,,,,,,,,,The Guess Who featuring Wolfman Jack,83,https://en.wikipedia.org/wiki/Clap_for_the_Wolfman,84,"""Clap for the Wolfman""",1974
1965,Country folk,Folk,,,,,,2:33,"Terry Cashman, Tommy West",,,,,,,,March 1974,Jim Croce,,,,,,,,,,,,,,,,,,,,,,,,Jim Croce,84,https://en.wikipedia.org/wiki/I%27ll_Have_to_Say_I_Love_You_in_a_Song,85,"""I'll Have to Say I Love You in a Song""",1974
1966,Rock,Contemporary christian,,,,,,,,,,,,,,,February 1974,,,,,,,,,,,,,,,,,,,,,,,,,Sister Janet Mead,85,https://en.wikipedia.org/wiki/The_Lord%27s_Prayer_(Sister_Janet_Mead_song),Tie,"""The Lord's Prayer""",1974
1967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lamont Dozier,86,https://en.wikipedia.org/wiki/Lamont_Dozier,87,"""Trying To Hold On To My Woman""",1974
1968,Latin soul,,,,,,,"4:44 (album version)
3:40 (single edit)",,,,,,,,,"March 5, 1974",Stevie Wonder,,,,,,,,,,,,,,,,,,,,,,,,Stevie Wonder,87,https://en.wikipedia.org/wiki/Don%27t_You_Worry_%27bout_a_Thing,88,"""Don't You Worry 'bout a Thing""",1974
1969,Country,,,,,,,2:44,Billy Sherrill,,,,,,,,January 1974,Billy Sherrill,,,,,,,,,,,Norro Wilson,,,,,,,,,,,,,Charlie Rich,88,https://en.wikipedia.org/wiki/A_Very_Special_Love_Song,89,"""A Very Special Love Song""",1974
1970,,,,,,,,3:12,P. Gernhard and Roland Kent LaVoie,,,,,,,,April 1974,Jim Stafford,,,,,,,,,,,,,,,,,,,,,,,,Jim Stafford,89,https://en.wikipedia.org/wiki/My_Girl_Bill,90,"""My Girl Bill""",1974
1971,Rock,,,,,,,3:44,Paul McCartney,,,,,,,,26 October 1973,"Paul McCartney, Linda McCartney",,,,,,,,,,,,,,,,,,,,,,,,Paul McCartney and Wings,90,https://en.wikipedia.org/wiki/Helen_Wheels,91,"""Helen Wheels""",1974
1972,Soul,,,,,,,2:55,Hal Davis,,,,,,,,January 1974,Gloria Jones,,,,,,,,,,,Pam Sawyer,,,,,,,,,,,,,Diana Ross & Marvin Gaye,91,https://en.wikipedia.org/wiki/My_Mistake_(Was_to_Love_You),Tie,"""My Mistake (Was to Love You)""",1974
1973,,,,,,,,,P. Gernhard and Roland Kent LaVoie,,,,,,,,July 1974,Don Bowman,,,,,,,,,,,,,,,,,,,,,,,,Jim Stafford,92,https://en.wikipedia.org/wiki/Wildwood_Weed,93,"""Wildwood Weed""",1974
1974,Power pop,,,,,,,5:15,John Carter for Sunny Records Ltd.,,,,,,,,3 May 1974,John Carter and Gillian Shakespeare,,,,,,,,,,,,,,,,,,,,,,,,The First Class,93,https://en.wikipedia.org/wiki/Beach_Baby,94,"""Beach Baby""",1974
1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,War,94,https://en.wikipedia.org/wiki/War_(band),95,"""Me and Baby Brother""",1974
1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Stylistics,95,https://en.wikipedia.org/wiki/The_Stylistics,96,"""Rockin' Roll Baby""",1974
1977,Soft rock,,,,,,,3:40,John Farrar,,,,,,,,28 April 1974,"Jeff Barry, Peter Allen",,,,,,,,,,,,,,,,,,,,,,,,Olivia Newton-John,96,https://en.wikipedia.org/wiki/I_Honestly_Love_You,97,"""I Honestly Love You""",1974
1978,Soft rock,Jazz fusion,,,,,,4:02,James William Guercio,,,,,,,,June 1974,Lee Loughnane,,,,,,,,,,,,,,,,,,,,,,,,Chicago,97,https://en.wikipedia.org/wiki/Call_on_Me_(Chicago_song),98,"""Call on Me""",1974
1979,Garage rock,Hard rock,Proto-punk,,,,,2:30,Larry Page,,,,,,,,22 April 1966 (1966-04-22),Chip Taylor,,,,,,,,,,,,,,,,,,,,,,,,Fancy,98,https://en.wikipedia.org/wiki/Wild_Thing_(Chip_Taylor_song),99,"""Wild Thing""",1974
1980,R&b,,,,,,,"3:14 (radio edit)
5:05 (full version)",Thom Bell,,,,,,,,December 1973,Joseph B. Jefferson,,,,,,,,,,,"""Bruce Hawes""",,,,,,Charles Simmons,,,,,,,The Spinners,99,https://en.wikipedia.org/wiki/Mighty_Love_(song),100,"""Mighty Love""",1974
1981,Pop,,,,,,,3:24,Daryl Dragon,,,,,,,,April 1975,"Neil Sedaka, Howard Greenfield",,,,,,,,,,,,,,,,,,,,,,,,Captain & Tennille,0,https://en.wikipedia.org/wiki/Love_Will_Keep_Us_Together,1,"""Love Will Keep Us Together""",1975
1982,Country,Pop,,,,,,3:15,"Dennis Lambert, Brian Potter",,,,,,,,"May 26, 1975",Larry Weiss,,,,,,,,,,,,,,,,,,,,,,,,Glen Campbell,1,https://en.wikipedia.org/wiki/Rhinestone_Cowboy,2,"""Rhinestone Cowboy""",1975
1983,Rock,,,,,,,"5:38
5:20 (Edited version)",Gus Dudgeon,,,,,,,,24 February 1975,"Elton John, Bernie Taupin",,,,,,,,,,,,,,,,,,,,,,,,Elton John,2,https://en.wikipedia.org/wiki/Philadelphia_Freedom_(song),3,"""Philadelphia Freedom""",1975
1984,Country,Pop,,,,,,2:33,Huey P. Meaux,,,,,,,,January 1975,"Vivian Keith, Ben Peters",,,,,,,,,,,,,,,,,,,,,,,,Freddy Fender,3,https://en.wikipedia.org/wiki/Before_the_Next_Teardrop_Falls_(song),4,"""Before the Next Teardrop Falls""",1975
1985,Pop rock,Soft pop,Soul,,,,,,,,,,,,,,November 1974 (1974-11),Bob Crewe,,,,,,,,,,,Kenny Nolan,,,,,,,,,,,,,Frankie Valli,4,https://en.wikipedia.org/wiki/My_Eyes_Adored_You,5,"""My Eyes Adored You""",1975
1986,Funk,Disco,Jazz,,,,,2:51,Maurice White,,,,,,,,"January 21, 1975","Maurice White, Larry Dunn, Philip Bailey",,,,,,,,,,,,,,,,,,,,,,,,"Earth, Wind & Fire",5,"https://en.wikipedia.org/wiki/Shining_Star_(Earth,_Wind_%26_Fire_song)",6,"""Shining Star""",1975
